sim_time,wind.power,solar.power,demand.power,fossil_fuels.power,nuclear.power,batteries.power,hydro.power,batteries.level,hydro.level,frequency,fossil_fuels.energy,fossil_fuels.cost,fossil_fuels.CO2,nuclear.energy,nuclear.cost,nuclear.CO2,grid.surplus,wind_forecast,solar_forecast,demand_forecast
00:00:00,0,0.0,0.0,10.0,15.0,0,0,60.0,60.0,frequency,0.0,0.0,0.0,0.0,0.0,0.0,grid.surplus,60.77735122488379,0.0,0.12577867281239477
00:30:00,1.9761355524811315,0.0,3.886483576662967,1.210810240702232,0.5522992583504402,0.14588179901028972,0.14530725596560848,60.47753766088172,60.47753766088172,frequency,0.6099095932930566,0.09148643899395849,304.9547966465283,1.1627045482224703,0.23254090964449406,58.135227411123516,grid.surplus,46.159815291143346,0.0,0.12439217998273361
01:00:00,8.571319711546357,0.0,7.775127511067268,0,0,-0.39655919800662703,-0.3981293690143168,60.47295066080807,60.47295066080807,frequency,0.7925739540009765,0.11888609310014647,396.28697700048826,1.2495314485278335,0.24990628970556672,62.47657242639168,grid.surplus,31.542279357402904,0.0,0.12300568715307245
01:30:00,10.62554420209218,0.0,11.421501060123362,0.46228980318713775,0.1972661354261352,0.06834576024336024,0.06806021143470388,60.50730186565518,60.50730186565518,frequency,0.8426827525157591,0.12640241287736387,421.3413762578795,1.2677057174878106,0.2535411434975621,63.385285874390526,grid.surplus,24.307361030812523,0.0,0.11271919534317655
02:00:00,12.677244534956781,0.0,15.067739939704554,1.529714190589801,0.7331776739232685,0.06392898240020319,0.06367928424165602,60.47424611195087,60.47424611195087,frequency,1.3408442226992898,0.20112663340489348,670.4221113496449,1.5004033203354434,0.3000806640670887,75.02016601677217,grid.surplus,17.07244270422214,0.0,0.10243270353328066
02:30:00,18.010382783995336,0.0,20.088598001109347,1.3289920158503032,0.6140825572198716,0.14001109735246814,0.13952282183934858,60.42344615348405,60.42344615348405,frequency,2.0225949303721804,0.30338923955582703,1011.2974651860902,1.8346375072874588,0.36692750145749176,91.73187536437294,grid.surplus,-0.17759612221935583,0.0,0.11823489187976957
03:00:00,0,0.0,25.110220164338383,16.738416687912025,8.369273229829457,0.001265143049637527,0.001265197267044118,59.99763666679414,59.99763666679414,frequency,6.978469108000997,1.0467703662001495,3489.2345540004985,3.7857674073710537,0.7571534814742108,189.28837036855268,grid.surplus,-17.427634948660852,0.0,0.1340370802262585
03:30:00,17.439505432608748,0.0,28.40302640757452,7.282415405193733,3.629612845622209,0.025765466566136656,0.02572916486291454,60.17246055388761,60.17246055388761,frequency,13.370949452717653,2.005642417907648,6685.474726358827,7.066317859946384,1.413263571989277,353.3158929973192,grid.surplus,-24.73343077235442,307.15448235166014,0.13401930201886128
04:00:00,11.527417436500182,0.0,31.694871663640015,13.420031456372024,6.699251146075816,0.024102437360731095,0.024070971597688284,60.15999843547718,60.15999843547718,frequency,18.547418227334244,2.7821127341001364,9273.709113667122,9.648964809075014,1.929792961815003,482.4482404537507,grid.surplus,-32.03922659604799,614.3089647033203,0.13400152381146407
04:30:00,10.045254901459007,3.3682819130802795,36.61385946511938,15.445673596788568,7.712793720326386,0.020941169950552327,0.020915713826960298,60.14916992732662,60.14916992732662,frequency,25.765272039677686,3.8647908059516527,12882.636019838843,13.252691928071078,2.6505383856142157,662.6345964035539,grid.surplus,-31.31071205690936,710.8230639654533,0.13481808413950222
05:00:00,8.565554804139378,6.738436134061104,41.533751737163186,17.46664878988435,8.723956197294632,0.019589713867962034,0.019567548238445098,60.13904115277895,60.13904115277895,frequency,33.99363707660993,5.099045561491489,16996.818538304964,17.362023595974307,3.4724047191948615,868.1011797987153,grid.surplus,-30.58219751777073,807.3371632275864,0.13563464446754037
